1, 1, 0.186893
1, 2, 3.257972
1, 4, 3.267745
2, 1, 3.774147
2, 2, 3.750718
2, 4, 3.852958
1, 1, 0.168902
1, 2, 3.210075
1, 4, 3.284033
2, 1, 3.665682
2, 2, 3.697578
2, 4, 3.898028
1, 1, 0.167711
1, 2, 3.194951
1, 4, 3.341914
2, 1, 3.724780
2, 2, 3.773396
2, 4, 3.866884
1, 1, 0.170331
1, 2, 3.229815
1, 4, 3.347603
2, 1, 3.673884
2, 2, 3.733879
2, 4, 3.907287
1, 1, 0.167747
1, 2, 3.189060
1, 4, 3.289021
2, 1, 3.792371
2, 2, 3.670609
2, 4, 3.885149
